"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Great Oaks Charter School Bridgeport","","2011-2012","Non-Special Education","Student Enrollment","Number","-6666"
"Great Oaks Charter School Bridgeport","","2011-2012","Special Education","Student Enrollment","Number","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Non-Special Education","Student Enrollment","Number","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Special Education","Student Enrollment","Number","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Non-Special Education","Student Enrollment","Number","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Special Education","Student Enrollment","Number","-6666"
"Great Oaks Charter School Bridgeport","","2014-2015","Non-Special Education","Student Enrollment","Number","110"
"Great Oaks Charter School Bridgeport","","2014-2015","Special Education","Student Enrollment","Number","17"
"Great Oaks Charter School Bridgeport","","2015-2016","Non-Special Education","Student Enrollment","Number","189"
"Great Oaks Charter School Bridgeport","","2015-2016","Special Education","Student Enrollment","Number","37"
"Great Oaks Charter School Bridgeport","","2016-2017","Non-Special Education","Student Enrollment","Number","267"
"Great Oaks Charter School Bridgeport","","2016-2017","Special Education","Student Enrollment","Number","57"
"Great Oaks Charter School Bridgeport","","2017-2018","Non-Special Education","Student Enrollment","Number","324"
"Great Oaks Charter School Bridgeport","","2017-2018","Special Education","Student Enrollment","Number","76"
"Greenwich School District","900133620","2007-2008","Non-Special Education","Student Enrollment","Number","7976"
"Greenwich School District","900133620","2007-2008","Special Education","Student Enrollment","Number","1038"
"Greenwich School District","900133620","2008-2009","Non-Special Education","Student Enrollment","Number","7882"
"Greenwich School District","900133620","2008-2009","Special Education","Student Enrollment","Number","1011"
"Greenwich School District","900133620","2009-2010","Non-Special Education","Student Enrollment","Number","7866"
